구분,날짜,날짜 근거,장르,제목,지은이,글자 수,원문 링크,본문 파일
발표 시기 미상,,발표 시기 미상,수필,애사,박용철,602,https://ko.wikisource.org/wiki/%EB%B0%95%EC%9A%A9%EC%B2%A0_%EC%82%B0%EB%AC%B8%EC%A7%91/%EC%95%A0%EC%82%AC,본문/수필/박용철 - 애사 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,수필,일기초,박용철,7546,https://ko.wikisource.org/wiki/%EB%B0%95%EC%9A%A9%EC%B2%A0_%EC%82%B0%EB%AC%B8%EC%A7%91/%EC%9D%BC%EA%B8%B0%EC%B4%88,본문/수필/박용철 - 일기초 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,수필,주머니,박용철,1333,https://ko.wikisource.org/wiki/%EB%B0%95%EC%9A%A9%EC%B2%A0_%EC%82%B0%EB%AC%B8%EC%A7%91/%EC%A3%BC%EB%A8%B8%EB%8B%88,본문/수필/박용철 - 주머니 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,수필,추의,박용철,663,https://ko.wikisource.org/wiki/%EB%B0%95%EC%9A%A9%EC%B2%A0_%EC%82%B0%EB%AC%B8%EC%A7%91/%EC%B6%94%EC%9D%98,본문/수필/박용철 - 추의 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,수필,편집 잔영,박용철,7740,https://ko.wikisource.org/wiki/%EB%B0%95%EC%9A%A9%EC%B2%A0_%EC%82%B0%EB%AC%B8%EC%A7%91/%ED%8E%B8%EC%A7%91_%EC%9E%94%EC%98%81,본문/수필/박용철 - 편집 잔영 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,수필,한 거름 비켜서면,박용철,1194,https://ko.wikisource.org/wiki/%EB%B0%95%EC%9A%A9%EC%B2%A0_%EC%82%B0%EB%AC%B8%EC%A7%91/%ED%95%9C_%EA%B1%B0%EB%A6%84_%EB%B9%84%EC%BC%9C%EC%84%9C%EB%A9%B4,본문/수필/박용철 - 한 거름 비켜서면 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,노주유거,박인로,65,https://ko.wikisource.org/wiki/%EB%85%B8%EC%A3%BC%EC%9C%A0%EA%B1%B0,본문/시조/박인로 - 노주유거 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,모현,박인로,159,https://ko.wikisource.org/wiki/%EB%AA%A8%ED%98%84,본문/시조/박인로 - 모현 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,노래,비즌 술 다 머그니,박인로,48,https://ko.wikisource.org/wiki/%EB%B9%9A%EC%9D%80_%EC%88%A0_%EB%8B%A4_%EB%A8%B9%EC%9C%BC%EB%8B%88,본문/노래/박인로 - 비즌 술 다 머그니 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,사친,박인로,71,https://ko.wikisource.org/wiki/%EC%82%AC%EC%B9%9C_%28%EB%B0%95%EC%9D%B8%EB%A1%9C%29,본문/시조/박인로 - 사친 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,오륜가,박인로,1857,https://ko.wikisource.org/wiki/%EC%98%A4%EB%A5%9C%EA%B0%80_%28%EB%B0%95%EC%9D%B8%EB%A1%9C%29,본문/시조/박인로 - 오륜가 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,왕상(王祥)의 잉어(鯉魚)ᄌᆞᆸ고,박인로,48,https://ko.wikisource.org/wiki/%EC%99%95%EC%83%81%EC%9D%98_%EC%9E%89%EC%96%B4_%EC%9E%A1%EA%B3%A0,본문/시조/박인로 - 왕상(王祥)의 잉어(鯉魚)ᄌᆞᆸ고 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,입암가,박인로,2088,https://ko.wikisource.org/wiki/%EC%9E%85%EC%95%94%EA%B0%80,본문/시조/박인로 - 입암가 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,자경,박인로,193,https://ko.wikisource.org/wiki/%EC%9E%90%EA%B2%BD,본문/시조/박인로 - 자경 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,목마와 숙녀,박인환,443,https://ko.wikisource.org/wiki/%EB%AA%A9%EB%A7%88%EC%99%80_%EC%88%99%EB%85%80/%EB%AA%A9%EB%A7%88%EC%99%80_%EC%88%99%EB%85%80,본문/시/박인환 - 목마와 숙녀 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,세월이 가면,박인환,157,https://ko.wikisource.org/wiki/%EB%AA%A9%EB%A7%88%EC%99%80_%EC%88%99%EB%85%80/%EC%84%B8%EC%9B%94%EC%9D%B4_%EA%B0%80%EB%A9%B4,본문/시/박인환 - 세월이 가면 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,얼굴,박인환,252,https://ko.wikisource.org/wiki/%EC%96%BC%EA%B5%B4,본문/시/박인환 - 얼굴 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,서간,제1권 연상각선본 상,박지원,23510,https://ko.wikisource.org/wiki/%EC%97%B0%EC%95%94%EC%A7%91/%EC%A0%9C1%EA%B6%8C,본문/서간/박지원 - 제1권 연상각선본 상 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,서간,제8권 방경각외전,박지원,12316,https://ko.wikisource.org/wiki/%EC%97%B0%EC%95%94%EC%A7%91/%EC%A0%9C8%EA%B6%8C_%EB%B3%84%EC%A7%91,본문/서간/박지원 - 제8권 방경각외전 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,서간,회우록서,"박지원, 민백순",2804,https://ko.wikisource.org/wiki/%EB%8B%B4%ED%97%8C%EC%84%9C/%EC%99%B8%EC%A7%91_1%EA%B6%8C/%ED%9A%8C%EC%9A%B0%EB%A1%9D%EC%84%9C,"본문/서간/박지원, 민백순 - 회우록서 (시기 미상).txt"
발표 시기 미상,,발표 시기 미상,노래,청산(靑山) 자부송(自負松)아,박태보,49,https://ko.wikisource.org/wiki/%EC%B2%AD%EC%82%B0_%EC%9E%90%EB%B6%80%EC%86%A1%EC%95%84,본문/노래/박태보 - 청산(靑山) 자부송(自負松)아 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,노래,흉중(胸中)에 불이 나니,박태보,54,https://ko.wikisource.org/wiki/%ED%9D%89%EC%A4%91%EC%97%90_%EB%B6%88%EC%9D%B4_%EB%82%98%EB%8B%88,본문/노래/박태보 - 흉중(胸中)에 불이 나니 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,가마귀 눈비 마자,박팽년,49,https://ko.wikisource.org/wiki/%EA%B9%8C%EB%A7%88%EA%B7%80_%EB%88%88%EB%B9%84_%EB%A7%9E%EC%95%84,본문/시조/박팽년 - 가마귀 눈비 마자 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,금생여수(金生麗水)ㅣ라 ᄒᆞ니,박팽년,55,https://ko.wikisource.org/wiki/%EA%B8%88%EC%83%9D%EC%97%AC%EC%88%98%EC%9D%B4%EB%9D%BC_%ED%95%9C%EB%93%A4,본문/시조/박팽년 - 금생여수(金生麗水)ㅣ라 ᄒᆞ니 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,ᄭᅮᆷ에 왓던 님이,박효관,129,https://ko.wikisource.org/wiki/%EA%BF%88%EC%97%90_%EC%99%94%EB%8D%98_%EB%8B%98%EC%9D%B4,본문/시조/박효관 - ᄭᅮᆷ에 왓던 님이 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,공산(空山)에 우는 뎝동,박효관,47,https://ko.wikisource.org/wiki/%EA%B3%B5%EC%82%B0%EC%97%90_%EC%9A%B0%EB%8A%94_%EC%A0%91%EB%8F%99,본문/시조/박효관 - 공산(空山)에 우는 뎝동 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,낙성(洛城) 서북(西北) 삼계동천(三溪洞天)에,박효관,66,https://ko.wikisource.org/wiki/%EB%82%99%EC%84%B1_%EC%84%9C%EB%B6%81_%EC%82%BC%EA%B3%84%EB%8F%99%EC%B2%9C%EC%97%90,본문/시조/박효관 - 낙성(洛城) 서북(西北) 삼계동천(三溪洞天)에 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,뉘라셔 가마귀를,박효관,52,https://ko.wikisource.org/wiki/%EB%89%98%EB%9D%BC%EC%84%9C_%EA%B9%8C%EB%A7%88%EA%B7%80%EB%A5%BC,본문/시조/박효관 - 뉘라셔 가마귀를 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,님 글인 상사몽(相思夢)이,박효관,49,https://ko.wikisource.org/wiki/%EB%8B%98_%EA%B7%B8%EB%A6%B0_%EC%83%81%EC%82%AC%EB%AA%BD%EC%9D%B4,본문/시조/박효관 - 님 글인 상사몽(相思夢)이 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,님이 가오실 뎍에,박효관,51,https://ko.wikisource.org/wiki/%EB%8B%98%EC%9D%B4_%EA%B0%80%EC%98%A4%EC%8B%A4_%EC%A0%81%EC%97%90,본문/시조/박효관 - 님이 가오실 뎍에 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,노래,동군(東君)이 도라오니,박효관,49,https://ko.wikisource.org/wiki/%EB%8F%99%EA%B5%B0%EC%9D%B4_%EB%8F%8C%EC%95%84%EC%98%A4%EB%8B%88,본문/노래/박효관 - 동군(東君)이 도라오니 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,서리 티고 별 성긘 제,박효관,55,https://ko.wikisource.org/wiki/%EC%84%9C%EB%A6%AC_%EC%B9%98%EA%B3%A0_%EB%B3%84_%EC%84%B1%EA%B8%B4_%EC%A0%9C,본문/시조/박효관 - 서리 티고 별 성긘 제 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,세월(歲月)이 유수(流水)ㅣ로다,박효관,54,https://ko.wikisource.org/wiki/%EC%84%B8%EC%9B%94%EC%9D%B4_%EC%9C%A0%EC%88%98%EB%A1%9C%EB%8B%A4,본문/시조/박효관 - 세월(歲月)이 유수(流水)ㅣ로다 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,어와(於臥) ᄂᆡ 일이여,박효관,59,https://ko.wikisource.org/wiki/%EC%96%B4%EC%99%80_%EB%82%B4_%EC%9D%BC%EC%9D%B4%EC%97%AC,본문/시조/박효관 - 어와(於臥) ᄂᆡ 일이여 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,노래,주수구방(周雖舊邦)이나,박효관,47,https://ko.wikisource.org/wiki/%EC%A3%BC%EC%88%98%EA%B5%AC%EB%B0%A9%EC%9D%B4%EB%82%98,본문/노래/박효관 - 주수구방(周雖舊邦)이나 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,춘풍화후(春風和煦) 호시(好時)에,박효관,46,https://ko.wikisource.org/wiki/%EC%B6%98%ED%92%8D%ED%99%94%ED%9B%84_%ED%98%B8%EC%8B%9C%EC%97%90,본문/시조/박효관 - 춘풍화후(春風和煦) 호시(好時)에 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,폐일운(蔽日雲) ᄡᅳ릇치고,박효관,53,https://ko.wikisource.org/wiki/%ED%8F%90%EC%9D%BC%EC%9A%B4_%EC%81%98%EB%A6%87%EC%B9%98%EA%B3%A0,본문/시조/박효관 - 폐일운(蔽日雲) ᄡᅳ릇치고 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,노래,태공(太公)의 고기 낙던 낙ᄃᆡ,박후웅,57,https://ko.wikisource.org/wiki/%ED%83%9C%EA%B3%B5%EC%9D%98_%EA%B3%A0%EA%B8%B0_%EB%82%9A%EB%8D%98_%EB%82%9A%EB%8C%80,본문/노래/박후웅 - 태공(太公)의 고기 낙던 낙ᄃᆡ (시기 미상).txt
발표 시기 미상,,발표 시기 미상,수필,銀(은)파리,방정환,309,https://ko.wikisource.org/wiki/%EC%9D%80%ED%8C%8C%EB%A6%AC,본문/수필/방정환 - 銀(은)파리 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,수필,골계만화(滑稽漫話) 여류 운동가,방정환,4283,https://ko.wikisource.org/wiki/%EC%97%AC%EB%A5%98_%EC%9A%B4%EB%8F%99%EA%B0%80,본문/수필/방정환 - 골계만화(滑稽漫話) 여류 운동가 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,ᄂᆡᄒᆡ 둇타 ᄒᆞ고,변계량,55,https://ko.wikisource.org/wiki/%EB%82%B4%EA%B2%8C_%EC%A2%8B%EB%8B%A4_%ED%95%98%EA%B3%A0,본문/시조/변계량 - ᄂᆡᄒᆡ 둇타 ᄒᆞ고 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,近吟 三首[근음 삼수],변영로,156,https://ko.wikisource.org/wiki/%EA%B7%BC%EC%9D%8C_%EC%82%BC%EC%88%98,본문/시/변영로 - 近吟 三首[근음 삼수] (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,그림 그리는 가을,변영로,185,https://ko.wikisource.org/wiki/%EA%B7%B8%EB%A6%BC_%EA%B7%B8%EB%A6%AC%EB%8A%94_%EA%B0%80%EC%9D%84,본문/시/변영로 - 그림 그리는 가을 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,나비,변영로,75,https://ko.wikisource.org/wiki/%EB%82%98%EB%B9%84,본문/시/변영로 - 나비 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,늙은 새,변영로,124,https://ko.wikisource.org/wiki/%EB%8A%99%EC%9D%80_%EC%83%88,본문/시/변영로 - 늙은 새 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,바람은 베일 수 없듯이,변영로,277,https://ko.wikisource.org/wiki/%EB%B0%94%EB%9E%8C%EC%9D%80_%EB%B2%A0%EC%9D%BC_%EC%88%98_%EC%97%86%EB%93%AF%EC%9D%B4,본문/시/변영로 - 바람은 베일 수 없듯이 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,"오, 고달픈 심장이여",변영로,235,https://ko.wikisource.org/wiki/%EC%98%A4%2C_%EA%B3%A0%EB%8B%AC%ED%94%88_%EC%8B%AC%EC%9E%A5%EC%9D%B4%EC%97%AC,"본문/시/변영로 - 오, 고달픈 심장이여 (시기 미상).txt"
발표 시기 미상,,발표 시기 미상,시,오직 하나인 眞理[진리],변영로,294,https://ko.wikisource.org/wiki/%EC%98%A4%EC%A7%81_%ED%95%98%EB%82%98%EC%9D%B8_%EC%A7%84%EB%A6%AC,본문/시/변영로 - 오직 하나인 眞理[진리] (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,외곬과 한쪽으로,변영로,233,https://ko.wikisource.org/wiki/%EC%99%B8%EA%B3%AC%EA%B3%BC_%ED%95%9C%EC%AA%BD%EC%9C%BC%EB%A1%9C,본문/시/변영로 - 외곬과 한쪽으로 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,잠 놓친 밤,변영로,241,https://ko.wikisource.org/wiki/%EC%9E%A0_%EB%86%93%EC%B9%9C_%EB%B0%A4,본문/시/변영로 - 잠 놓친 밤 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,거울을 들고,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EA%B1%B0%EC%9A%B8%EC%9D%84_%EB%93%A4%EA%B3%A0,본문/시/삼의당 김씨 - 거울을 들고 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,깊은 밤에,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EA%B9%8A%EC%9D%80_%EB%B0%A4%EC%97%90,본문/시/삼의당 김씨 - 깊은 밤에 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,꽃을 꺾고,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EA%BD%83%EC%9D%84_%EA%BA%BE%EA%B3%A0,본문/시/삼의당 김씨 - 꽃을 꺾고 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,꽃이 지자,삼의당 김씨,121,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EA%BD%83%EC%9D%B4_%EC%A7%80%EC%9E%90,본문/시/삼의당 김씨 - 꽃이 지자 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,꾀꼴이,삼의당 김씨,133,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EA%BE%80%EA%BC%AC%EB%A6%AC,본문/시/삼의당 김씨 - 꾀꼴이 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,농촌(農村) 여름 풍경,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%86%8D%EC%B4%8C_%EC%97%AC%EB%A6%84_%ED%92%8D%EA%B2%BD,본문/시/삼의당 김씨 - 농촌(農村) 여름 풍경 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,뉘 탓에,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%89%98_%ED%83%93%EC%97%90,본문/시/삼의당 김씨 - 뉘 탓에 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,님에게,삼의당 김씨,151,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%8B%98%EC%97%90%EA%B2%8C_%28%EC%82%BC%EC%9D%98%EB%8B%B9%29,본문/시/삼의당 김씨 - 님에게 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,달,삼의당 김씨,151,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%8B%AC,본문/시/삼의당 김씨 - 달 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,목적(牧笛) 1,삼의당 김씨,133,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%AA%A9%EC%A0%81_1,본문/시/삼의당 김씨 - 목적(牧笛) 1 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,목적(牧笛) 2,삼의당 김씨,133,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%AA%A9%EC%A0%81_2,본문/시/삼의당 김씨 - 목적(牧笛) 2 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,목적(牧笛) 3,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%AA%A9%EC%A0%81_3,본문/시/삼의당 김씨 - 목적(牧笛) 3 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,배꽃,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%B0%B0%EA%BD%83,본문/시/삼의당 김씨 - 배꽃 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,봄을 보내며,삼의당 김씨,130,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EB%B4%84%EC%9D%84_%EB%B3%B4%EB%82%B4%EB%A9%B0,본문/시/삼의당 김씨 - 봄을 보내며 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,사창(紗窓)에 해지고,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%82%AC%EC%B0%BD%EC%97%90_%ED%95%B4%EC%A7%80%EA%B3%A0,본문/시/삼의당 김씨 - 사창(紗窓)에 해지고 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,서창,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%84%9C%EC%B0%BD,본문/시/삼의당 김씨 - 서창 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,성중을 지나며,삼의당 김씨,133,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%84%B1%EC%A4%91%EC%9D%84_%EC%A7%80%EB%82%98%EB%A9%B0,본문/시/삼의당 김씨 - 성중을 지나며 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,적성,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%A0%81%EC%84%B1,본문/시/삼의당 김씨 - 적성 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,제비,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%A0%9C%EB%B9%84,본문/시/삼의당 김씨 - 제비 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,지는 복사꽃,삼의당 김씨,149,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%A7%80%EB%8A%94_%EB%B3%B5%EC%82%AC%EA%BD%83,본문/시/삼의당 김씨 - 지는 복사꽃 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,첫여름,삼의당 김씨,154,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B2%AB%EC%97%AC%EB%A6%84,본문/시/삼의당 김씨 - 첫여름 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,청야급수,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B2%AD%EC%95%BC%EA%B8%89%EC%88%98,본문/시/삼의당 김씨 - 청야급수 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,추야우(秋夜雨) 1,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B6%94%EC%95%BC%EC%9A%B0_1,본문/시/삼의당 김씨 - 추야우(秋夜雨) 1 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,추야우(秋夜雨) 2,삼의당 김씨,135,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B6%94%EC%95%BC%EC%9A%B0_2,본문/시/삼의당 김씨 - 추야우(秋夜雨) 2 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,추야월(秋夜月) 1,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B6%94%EC%95%BC%EC%9B%94_1,본문/시/삼의당 김씨 - 추야월(秋夜月) 1 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,추야월(秋夜月) 2,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B6%94%EC%95%BC%EC%9B%94_2,본문/시/삼의당 김씨 - 추야월(秋夜月) 2 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,추야월(秋夜月) 3,삼의당 김씨,134,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B6%94%EC%95%BC%EC%9B%94_3,본문/시/삼의당 김씨 - 추야월(秋夜月) 3 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,춘경,삼의당 김씨,133,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B6%98%EA%B2%BD,본문/시/삼의당 김씨 - 춘경 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,춘흥,삼의당 김씨,150,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%EC%B6%98%ED%9D%A5,본문/시/삼의당 김씨 - 춘흥 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시,화월야,삼의당 김씨,256,https://ko.wikisource.org/wiki/%EC%A1%B0%EC%84%A0%EC%97%AC%EB%A5%98%ED%95%9C%EC%8B%9C%EC%84%A0%EC%A7%91/%ED%99%94%EC%9B%94%EC%95%BC,본문/시/삼의당 김씨 - 화월야 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,동화,푸른 수염,샤를 페로,2423,https://ko.wikisource.org/wiki/%ED%91%B8%EB%A5%B8_%EC%88%98%EC%97%BC,본문/동화/샤를 페로 - 푸른 수염 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,암반(巖畔) 설중고죽,서견,45,https://ko.wikisource.org/wiki/%EC%95%94%EB%B0%98_%EC%84%A4%EC%A4%91%EA%B3%A0%EC%A3%BD,본문/시조/서견 - 암반(巖畔) 설중고죽 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,노래,ᄆᆞ음아 너ᄂᆞᆫ 어이,서경덕,112,https://ko.wikisource.org/wiki/%EB%A7%88%EC%9D%8C%EC%95%84_%EB%84%88%EB%8A%94_%EC%96%B4%EC%9D%B4,본문/노래/서경덕 - ᄆᆞ음아 너ᄂᆞᆫ 어이 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,마음이 어린 후니,서경덕,65,https://ko.wikisource.org/wiki/%EB%A7%88%EC%9D%8C%EC%9D%B4_%EC%96%B4%EB%A6%B0_%ED%9B%84%EB%8B%88,본문/시조/서경덕 - 마음이 어린 후니 (시기 미상).txt
발표 시기 미상,,발표 시기 미상,시조,마음이 어린 후이니,서경덕,116,https://ko.wikisource.org/wiki/%EB%A7%88%EC%9D%8C%EC%9D%B4_%EC%96%B4%EB%A6%B0_%ED%9B%84%EC%9D%B4%EB%8B%88,본문/시조/서경덕 - 마음이 어린 후이니 (시기 미상).txt
